# z_eff -- sig_(D_A/rd)/(D_A/rd) -- sig_(H0rd)/(H0rd)
1.96	2.69	2.74
2.12	1.95	1.99
2.28	2.18	2.11
2.43	2.46	2.26
2.59	2.86	2.47
2.75	3.40	2.76
2.91	4.21	3.18
3.07	5.29	3.70
3.23	7.10	4.57
3.39	10.46	6.19
3.55	15.91	8.89
