# z_eff -- sig_(D_A/rd)/(D_A/rd) -- sig_(H0rd)/(H0rd)
0.05	6.12	12.10
0.15	2.35	4.66
0.25	1.51	2.97
0.35	1.32	2.44
0.45	2.39	3.69
